date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2017-06-20,sh.603939,31.93,32.08,31.02,31.17,692763.0,21743486.0,3,0.444056,1,-2.3496240000000004,46.915485,3.728795,2.841693,175.096928,0.0
2017-06-21,sh.603939,31.12,31.17,30.52,31.01,691996.0,21273156.0,3,0.443564,1,-0.513314,46.674661,3.709655,2.827106,174.19813100000002,0.0
2017-06-22,sh.603939,30.99,31.35,30.57,30.61,739149.0,22927254.0,3,0.473789,1,-1.289905,46.072602,3.661804,2.790639,171.951138,0.0
2017-06-23,sh.603939,30.5,30.96,30.45,30.84,507112.0,15582627.0,3,0.325055,1,0.751387,46.418786,3.689318,2.811608,173.24315900000002,0.0
2017-06-26,sh.603939,30.84,31.55,30.81,31.47,605167.0,18966625.0,3,0.387908,1,2.042799,47.367029,3.764684,2.869043,176.782173,0.0
2017-06-27,sh.603939,31.4,31.74,31.2,31.39,280362.0,8827836.0,3,0.1797099999999999,1,-0.25421,47.246618,3.755114,2.86175,176.332775,0.0
2017-06-28,sh.603939,31.53,33.15,30.5,33.04,1175978.0,37646531.0,3,0.753793,1,5.256456,49.730113,3.952499,3.012176,185.601621,0.0
2017-06-29,sh.603939,32.0,33.04,31.8,32.46,873228.0,28407748.0,3,0.559733,1,-1.755453,48.857127,3.883115,2.959299,182.343481,0.0
2017-06-30,sh.603939,32.46,34.7,32.0,33.7,1531815.0,51409959.0,3,0.981882,1,3.820091000000001,50.723511,4.031454,3.072347,189.309159,0.0
2017-07-03,sh.603939,33.88,34.66,32.5,33.0,2390394.0,79429442.0,3,1.532225,1,-2.077153,49.669907,3.947714,3.00853,185.376921,0.0
2017-07-04,sh.603939,32.99,32.99,32.24,32.32,802383.0,26097596.0,3,0.5143220000000001,1,-2.060607,48.646406,3.866367,2.946536,181.557033,0.0
2017-07-05,sh.603939,32.3,32.62,31.68,32.48,738906.0,23841679.0,3,0.4736329999999999,1,0.4950489999999999,48.88723,3.885508,2.961122,182.455831,0.0
2017-07-06,sh.603939,32.4,32.71,31.99,32.7,767664.0,24839661.0,3,0.492067,1,0.677344,49.218362,3.911826,2.981179,183.691677,0.0
2017-07-07,sh.603939,32.5,32.5,32.07,32.13,500117.0,16116020.0,3,0.320571,1,-1.743118,48.360428000000006,3.843638,2.929214,180.489712,0.0
2017-07-10,sh.603939,32.05,32.48,31.7,32.46,512288.0,16545245.0,3,0.328373,1,1.0270709999999998,48.857127,3.883115,2.959299,182.343481,0.0
2017-07-11,sh.603939,32.58,33.58,32.53,32.61,1260500.0,41517923.0,3,0.807971,1,0.4621119999999999,49.082899,3.901059,2.972974,183.186103,0.0
2017-07-12,sh.603939,32.56,32.9,31.71,32.88,949902.0,30678107.0,3,0.60888,1,0.827968,49.489289,3.933359,2.997589,184.702824,0.0
2017-07-13,sh.603939,32.61,33.12,32.32,32.71,589726.0,19342952.0,3,0.37801,1,-0.517038,49.233414,3.913022,2.982091,183.747851,0.0
2017-07-14,sh.603939,32.5,33.3,32.35,33.08,613468.0,20193211.0,3,0.393229,1,1.131161,49.790319,3.957284,3.015823,185.82632,0.0
2017-07-17,sh.603939,33.04,33.5,32.0,32.64,1239325.0,40663836.0,3,0.7943979999999999,1,-1.330116,49.128053,3.904648,2.975709,183.354628,0.0
2017-07-18,sh.603939,32.15,32.59,32.1,32.37,649726.0,20964686.0,3,0.41647,1,-0.827207,48.721663,3.872349,2.951094,181.837907,0.0
2017-07-19,sh.603939,32.16,32.56,32.0,32.37,966660.0,31175109.0,3,0.619622,1,0.0,48.721663,3.872349,2.951094,181.837907,0.0
2017-07-20,sh.603939,32.36,32.36,31.25,31.57,2070841.0,65317827.0,3,1.327394,1,-2.471422,47.517544,3.776647,2.87816,177.343921,0.0
2017-07-21,sh.603939,31.62,32.63,31.01,32.41,2307292.0,73484212.0,3,1.478957,1,2.6607540000000003,48.781869,3.877134,2.954741,182.062607,0.0
2017-07-24,sh.603939,32.01,32.98,31.8,32.48,740612.0,24013039.0,3,0.474727,1,0.215982,48.88723,3.885508,2.961122,182.455831,0.0
2017-07-25,sh.603939,32.4,32.4,31.97,32.21,1640955.0,52653832.0,3,0.8258340000000001,1,-0.831282,48.480839,3.853208,2.936507,180.93911,0.0
2017-07-26,sh.603939,32.23,32.41,31.97,32.15,444700.0,14253566.0,3,0.223802,1,-0.18627,48.390531,3.846031,2.931037,180.602061,0.0
2017-07-27,sh.603939,32.11,32.49,31.36,32.38,749156.0,24086793.0,3,0.3770239999999999,1,0.715395,48.736715,3.873545,2.9520060000000004,181.894082,0.0
2017-07-28,sh.603939,32.44,32.55,31.92,32.49,948034.0,30512849.0,3,0.477112,1,0.3397179999999999,48.902281,3.886704,2.962034,182.512005,0.0
2017-07-31,sh.603939,32.22,33.65,32.11,33.55,1700109.0,56011114.0,3,0.855605,1,3.262535,50.497739,4.013509,3.058672,188.466537,0.0
2017-08-01,sh.603939,33.58,33.6,33.0,33.2,782950.0,25988526.0,3,0.394031,1,-1.043215,49.970937,3.97164,3.0267630000000003,186.500418,0.0
2017-08-02,sh.603939,33.25,33.55,33.11,33.28,695141.0,23216150.0,3,0.34984,1,0.240958,50.091349,3.98121,3.034057,186.949816,0.0
2017-08-03,sh.603939,33.6,33.6,32.89,32.96,1203210.0,39945476.0,3,0.605533,1,-0.961538,49.609701,3.942929,3.004883,185.152222,0.0
2017-08-04,sh.603939,33.09,33.4,32.32,32.39,1110307.0,36211365.0,3,0.558778,1,-1.729368,48.751766,3.874741,2.952917,181.950257,0.0
2017-08-07,sh.603939,32.05,32.61,31.86,32.0,812500.0,26000024.0,3,0.408902,1,-1.204073,48.164758,3.828086,2.917362,179.759439,0.0
2017-08-08,sh.603939,31.9,32.2,31.48,31.59,1551337.0,49206889.0,3,0.780733,1,-1.28125,47.547647,3.779039,2.879983,177.456271,0.0
2017-08-09,sh.603939,31.5,31.95,31.3,31.86,1439749.0,45441658.0,3,0.724575,1,0.8547020000000001,47.954037,3.811339,2.904599,178.97299099999998,0.0
2017-08-10,sh.603939,31.57,32.15,31.57,31.85,370400.0,11821153.0,3,0.186409,1,-0.031388,47.938986,3.810142,2.903687,178.91681699999998,0.0
2017-08-11,sh.603939,32.0,32.0,31.5,31.67,338000.0,10732325.0,3,0.170103,1,-0.56515,47.668059,3.788609,2.887277,177.90567,0.0
2017-08-14,sh.603939,31.44,32.58,31.44,32.48,691594.0,22380380.0,3,0.348055,1,2.557624,48.88723,3.885508,2.961122,182.455831,0.0
2017-08-15,sh.603939,32.49,32.57,32.13,32.24,537487.0,17358524.0,3,0.270498,1,-0.7389100000000001,48.525994,3.856797,2.939242,181.107635,0.0
2017-08-16,sh.603939,32.15,32.8,32.06,32.43,920373.0,29858553.0,3,0.4631909999999999,1,0.589326,48.811972,3.879526,2.956564,182.174956,0.0
2017-08-17,sh.603939,32.43,33.03,32.42,32.88,744175.0,24341930.0,3,0.374517,1,1.387606,49.489289,3.933359,2.997589,184.702824,0.0
2017-08-18,sh.603939,32.88,34.5,32.8,34.02,2518454.0,85485687.0,3,1.267449,1,3.4671510000000003,46.284404,4.10134,2.931136,230.972811,0.0
2017-08-21,sh.603939,34.02,35.38,33.51,35.3,2209826.0,76835757.0,3,1.112127,1,3.762489,48.025851,4.255652,3.041419,239.663146,0.0
2017-08-22,sh.603939,35.15,35.8,34.74,35.09,1368618.0,48266805.0,3,0.6887770000000001,1,-0.5948979999999999,47.740145,4.230335,3.023326,238.237388,0.0
2017-08-23,sh.603939,34.99,35.49,34.63,35.05,693410.0,24251081.0,3,0.348969,1,-0.113995,47.685725,4.225512999999999,3.019879,237.965815,0.0
2017-08-24,sh.603939,35.0,35.29,34.71,34.75,1027817.0,35926512.0,3,0.5172640000000001,1,-0.8559180000000001,47.277573,4.189346,2.994032,235.929018,0.0
2017-08-25,sh.603939,34.75,35.45,34.51,34.7,792927.0,27756446.0,3,0.399052,1,-0.1438829999999999,47.209548,4.183318,2.9897240000000003,235.589552,0.0
2017-08-28,sh.603939,35.0,35.58,34.81,35.21,1018948.0,35803331.0,3,0.5128,1,1.4697360000000002,47.903406,4.244802,3.033665,239.052107,0.0
2017-08-29,sh.603939,35.2,35.38,34.71,34.86,622062.0,21753736.0,3,0.313062,1,-0.994031,47.427229,4.202607,3.003509,236.675844,0.0
2017-08-30,sh.603939,34.73,35.31,34.6,34.89,1095475.0,38443194.0,3,0.5513140000000001,1,0.0860549999999999,47.468044,4.206224,3.006094,236.879523,0.0
2017-08-31,sh.603939,34.94,35.3,34.55,34.9,414200.0,14458955.0,3,0.208452,1,0.028668,47.481649,4.20743,3.006956,236.947417,0.0
2017-09-01,sh.603939,34.73,35.18,34.2,34.68,717159.0,24755409.0,3,0.360921,1,-0.630376,47.182338,4.180907,2.988001,235.453765,0.0
2017-09-04,sh.603939,34.86,35.2,34.52,34.9,593088.0,20689430.0,3,0.29848,1,0.634375,47.481649,4.20743,3.006956,236.947417,0.0
2017-09-05,sh.603939,34.99,36.01,34.94,36.0,1679628.0,60150287.0,3,0.845297,1,3.1518580000000003,48.978205,4.340042,3.101731,244.415673,0.0
2017-09-06,sh.603939,36.04,36.3,35.5,35.9,1417190.0,50927384.0,3,0.713221,1,-0.2777739999999999,48.842155,4.327986,3.093115,243.736741,0.0
2017-09-07,sh.603939,35.85,36.0,35.53,35.75,735200.0,26334607.0,3,0.37,1,-0.417832,48.638079,4.309903,3.080191,242.718342,0.0
2017-09-08,sh.603939,35.59,35.95,35.12,35.19,700006.0,24853267.0,3,0.352288,1,-1.566437,47.876196,4.2423910000000005,3.031942,238.916321,0.0
2017-09-11,sh.603939,35.24,35.88,34.81,35.34,1125800.0,39736732.0,3,0.566575,1,0.426262,48.080272,4.260475,3.044866,239.934719,0.0
2017-09-12,sh.603939,35.41,35.41,34.9,35.0,683636.0,23953677.0,3,0.34405,1,-0.962083,47.6177,4.219485,3.015572,237.62634900000003,0.0
2017-09-13,sh.603939,35.1,35.29,34.66,35.0,568081.0,19848423.0,3,0.2858949999999999,1,0.0,47.6177,4.219485,3.015572,237.62634900000003,0.0
2017-09-14,sh.603939,34.91,35.0,34.45,34.61,895973.0,31055403.0,3,0.4509109999999999,1,-1.114284,47.087103000000006,4.172468,2.981969,234.978513,0.0
2017-09-15,sh.603939,34.66,35.09,34.47,34.89,894272.0,31111877.0,3,0.450055,1,0.8090109999999999,47.468044,4.206224,3.006094,236.879523,0.0
2017-09-18,sh.603939,34.8,35.58,34.8,35.31,803184.0,28377960.0,3,0.4042139999999999,1,1.203789,48.039457,4.256858,3.042281,239.73104,0.0
2017-09-19,sh.603939,35.39,35.64,34.71,35.45,804866.0,28391370.0,3,0.405061,1,0.396487,48.229927,4.273736,3.054343,240.68154500000003,0.0
2017-09-20,sh.603939,35.5,36.55,35.1,36.51,1833055.0,65897178.0,3,0.922512,1,2.99012,49.672063,4.4015260000000005,3.145672,247.878229,0.0
2017-09-21,sh.603939,36.49,36.69,35.85,36.06,1374498.0,49861132.0,3,0.691736,1,-1.232531,49.059836,4.347275,3.1069,244.823033,0.0
2017-09-22,sh.603939,36.05,36.58,35.71,36.24,742115.0,26875575.0,3,0.37348,1,0.499169,49.304727,4.368976,3.122409,246.045111,0.0
2017-09-25,sh.603939,36.28,36.48,34.8,34.9,1522997.0,54137912.0,3,0.76647,1,-3.697572,47.481649,4.20743,3.006956,236.947417,0.0
2017-09-26,sh.603939,34.9,35.33,34.7,35.07,242900.0,8493280.0,3,0.122243,1,0.487101,47.712935,4.227924,3.021603,238.101602,0.0
2017-09-27,sh.603939,34.98,35.35,34.81,35.06,427471.0,14994226.0,3,0.215131,1,-0.02851,47.69933,4.226719,3.020741,238.033708,0.0
2017-09-28,sh.603939,35.28,35.29,34.38,34.8,523050.0,18227610.0,3,0.263233,1,-0.741592,47.345599,4.195374,2.99834,236.268484,0.0
2017-09-29,sh.603939,34.7,35.63,34.64,35.58,606038.0,21276188.0,3,0.3049969999999999,1,2.241387,48.406793,4.289408,3.065544,241.564157,0.0
2017-10-09,sh.603939,35.91,36.38,35.4,35.55,883239.0,31626817.0,3,0.444503,1,-0.084324,48.365978000000005,4.285792,3.062959,241.360477,0.0
2017-10-10,sh.603939,35.56,35.97,35.35,35.7,1495637.0,53459982.0,3,0.7527010000000001,1,0.4219449999999999,48.570054,4.303875,3.075883,242.378876,0.0
2017-10-11,sh.603939,35.71,36.48,35.71,35.95,1407495.0,50727192.0,3,0.708342,1,0.70028,48.91018,4.334014,3.097423,244.076207,0.0
2017-10-12,sh.603939,35.93,36.67,35.66,36.53,1759189.0,63815251.0,3,0.885337,1,1.613346,49.699273,4.403937,3.147395,248.014015,0.0
2017-10-13,sh.603939,36.38,37.4,36.36,37.0,2157619.0,79748383.0,3,1.085853,1,1.286617,50.338711,4.460599,3.1878900000000003,251.204997,0.0
2017-10-16,sh.603939,37.44,37.44,36.1,36.24,1230004.0,44885923.0,3,0.619017,1,-2.054049,49.304727,4.368976,3.122409,246.045111,0.0
2017-10-17,sh.603939,36.43,37.58,35.65,37.55,1787314.0,65897119.0,3,0.899492,1,3.614783,51.086989,4.526905,3.235277,254.939126,0.0
2017-10-18,sh.603939,37.75,38.49,37.3,37.47,1781477.0,67318608.0,3,0.8965540000000001,1,-0.213044,50.978149,4.51726,3.228385,254.39598,0.0
2017-10-19,sh.603939,37.58,38.29,37.13,37.2,1094960.0,41258953.0,3,0.5510550000000001,1,-0.7205779999999999,50.610812,4.48471,3.205122,252.562862,0.0
2017-10-20,sh.603939,36.88,37.98,36.66,37.97,998639.0,37458449.0,3,0.50258,1,2.069894,51.658402,4.577539,3.271464,257.790642,0.0
2017-10-23,sh.603939,38.0,38.85,37.96,38.28,1528036.0,58504512.0,3,0.7690060000000001,1,0.816427,52.080158,4.614911,3.298174,259.895333,0.0
2017-10-24,sh.603939,38.4,39.48,38.09,39.03,1357403.0,52279260.0,3,0.683133,1,1.959248,53.100538,4.705329,3.362793,264.987326,0.0
2017-10-25,sh.603939,39.26,39.55,38.65,39.17,1099956.0,42909468.0,3,0.553569,1,0.358697,53.291009,4.722207,3.374855,265.937831,0.0
2017-10-26,sh.603939,39.19,39.56,38.71,38.82,1148648.0,45060009.0,3,0.578074,1,-0.893537,52.814832,4.6800120000000005,3.3447,263.561568,0.0
2017-10-27,sh.603939,39.07,40.5,39.01,40.23,1959652.0,78346970.0,3,0.986223,1,3.632148,51.249188,4.746829,3.256867,-125.99516,0.0
2017-10-30,sh.603939,40.0,41.8,39.71,41.19,2011918.0,82123386.0,3,1.012527,1,2.386277,52.472136,4.860101,3.334585,-129.001755,0.0
2017-10-31,sh.603939,41.5,42.5,40.78,42.12,1449184.0,60628787.0,3,0.7293229999999999,1,2.25783,53.656868,4.969834,3.409874,-131.91439499999998,0.0
2017-11-01,sh.603939,41.91,42.12,41.19,41.98,1924336.0,80213743.0,3,0.96845,1,-0.332382,53.47852099999999,4.953315,3.39854,-131.475933,0.0
2017-11-02,sh.603939,41.53,41.89,40.01,40.54,2541055.0,103388333.0,3,1.278823,1,-3.4302019999999995,51.644098,4.783405999999999,3.281963,-126.966039,0.0
2017-11-03,sh.603939,40.5,40.79,39.6,39.91,1690046.0,67653780.0,3,0.85054,1,-1.554023,50.841538,4.709071,3.230961,-124.992961,0.0
2017-11-06,sh.603939,40.2,41.62,39.15,41.27,2102100.0,85073108.0,3,1.0579120000000002,1,3.4076690000000003,52.574049,4.86954,3.341061,-129.252305,0.0
2017-11-07,sh.603939,41.27,42.2,40.9,41.31,1895169.0,78423702.0,3,0.953771,1,0.096925,52.625005,4.87426,3.344299,-129.37758,0.0
2017-11-08,sh.603939,41.78,41.78,40.38,40.95,1162762.0,47581124.0,3,0.5851770000000001,1,-0.871461,52.166399,4.831783000000001,3.3151550000000003,-128.25010600000002,0.0
2017-11-09,sh.603939,41.42,41.43,40.42,41.23,992613.0,40674455.0,3,0.499547,1,0.683758,52.523092000000005,4.864821,3.337823,-129.12703,0.0
2017-11-10,sh.603939,41.4,42.68,41.11,42.63,1523254.0,64047997.0,3,0.7666,1,3.395589,54.306559,5.03001,3.451162,-133.511649,0.0
2017-11-13,sh.603939,42.8,44.59,42.5,44.49,2205036.0,96582046.0,3,1.109716,1,4.363126,56.676022,5.2494760000000005,3.60174,-139.336929,0.0
2017-11-14,sh.603939,44.23,45.0,43.26,43.87,1722520.0,76177867.0,3,0.866883,1,-1.393578,55.886201,5.17632,3.551547,-137.39516899999998,0.0
2017-11-15,sh.603939,44.13,44.13,41.71,41.85,2462025.0,103987257.0,3,1.23905,1,-4.604514,53.312913,4.937976,3.3880160000000004,-131.06878999999998,0.0
2017-11-16,sh.603939,41.25,42.87,41.25,41.99,1196436.0,50405927.0,3,0.602124,1,0.334536,53.49126,4.954495,3.39935,-131.507252,0.0
2017-11-17,sh.603939,42.2,42.3,40.81,41.65,795310.0,32996244.0,3,0.400251,1,-0.809717,53.05813199999999,4.914378,3.371825,-130.44241599999998,0.0
2017-11-20,sh.603939,41.25,42.22,40.21,42.06,1389440.0,57670715.0,3,0.699256,1,0.984393,53.580433,4.962754,3.405017,-131.726483,0.0
2017-11-21,sh.603939,42.05,44.0,41.34,43.86,1648569.0,70607265.0,3,0.829666,1,4.279599,55.873462,5.17514,3.550738,-137.36385,0.0
2017-11-22,sh.603939,44.27,44.27,42.19,42.54,1379188.0,59241147.0,3,0.694096,1,-3.009575,54.191908,5.019391000000001,3.4438760000000004,-133.229781,0.0
2017-11-23,sh.603939,42.36,42.52,40.11,40.14,1194600.0,49254591.0,3,0.6012,1,-5.641751999999999,51.134536,4.736209,3.249581,-125.713291,0.0
2017-11-24,sh.603939,39.98,41.19,39.98,40.39,1421219.0,57403027.0,3,0.715249,1,0.6228199999999999,51.453012,4.765707,3.26982,-126.496259,0.0
2017-11-27,sh.603939,40.38,41.49,39.4,39.46,1108586.0,44765810.0,3,0.557912,1,-2.302551,50.268281,4.655975,3.194531,-123.583619,0.0
2017-11-28,sh.603939,39.52,40.45,39.02,39.91,1221102.0,48602713.0,3,0.614537,1,1.140397,50.841538,4.709071,3.230961,-124.992961,0.0
2017-11-29,sh.603939,39.92,40.6,39.9,40.41,943144.0,37970701.0,3,0.474651,1,1.252819,51.47849,4.768066999999999,3.271439,-126.558896,0.0
2017-11-30,sh.603939,40.26,41.29,40.06,40.95,962474.0,39193102.0,3,0.484379,1,1.336305,52.166399,4.831783000000001,3.3151550000000003,-128.25010600000002,0.0
2017-12-01,sh.603939,40.21,41.39,40.2,41.12,593101.0,24362405.0,3,0.298487,1,0.4151359999999999,52.382963,4.851842,3.328918,-128.782524,0.0
2017-12-04,sh.603939,40.75,41.31,40.45,41.17,893299.0,36615744.0,3,0.4495659999999999,1,0.121593,52.446658,4.857741000000001,3.3329660000000003,-128.939118,0.0
2017-12-05,sh.603939,41.15,41.35,39.6,39.71,1082165.0,43353011.0,3,0.544615,1,-3.54627,50.586757,4.685473,3.21477,-124.366587,0.0
2017-12-06,sh.603939,39.51,40.49,39.21,40.38,906662.0,36431662.0,3,0.456291,1,1.687237,51.440273,4.764526999999999,3.26901,-126.46493999999998,0.0
2017-12-07,sh.603939,40.38,42.66,40.38,42.05,1927346.0,80381558.0,3,0.969965,1,4.135706,53.567694,4.961574,3.404207,-131.69516399999998,0.0
2017-12-08,sh.603939,42.3,42.82,41.8,42.64,1503447.0,63724692.0,3,0.756632,1,1.403092,54.319298,5.0311900000000005,3.451971,-133.542968,0.0
2017-12-11,sh.603939,42.98,44.19,42.03,44.0,1316391.0,57102543.0,3,0.662493,1,3.189495,56.051808,5.191659,3.562072,-137.802312,0.0
2017-12-12,sh.603939,44.38,44.49,43.33,43.58,643934.0,28119460.0,3,0.324069,1,-0.954541,55.516768000000006,5.142103,3.52807,-136.486926,0.0
2017-12-13,sh.603939,43.54,43.99,42.66,43.49,884607.0,38088369.0,3,0.445191,1,-0.206517,55.402117,5.131483,3.5207839999999995,-136.205058,0.0
2017-12-14,sh.603939,43.38,44.5,42.63,44.34,1321306.0,57974899.0,3,0.664966,1,1.954469,56.484936,5.231777,3.589597,-138.867148,0.0
2017-12-15,sh.603939,44.33,45.0,43.01,43.62,843124.0,37412342.0,3,0.424314,1,-1.623819,55.567725,5.146822,3.531308,-136.612201,0.0
2017-12-18,sh.603939,43.62,45.46,43.62,45.41,1558017.0,69973448.0,3,0.784095,1,4.103624,57.848014,5.358028,3.67622,-142.21825,0.0
2017-12-19,sh.603939,45.83,46.1,44.67,45.05,1117144.0,50774465.0,3,0.5622189999999999,1,-0.792778,57.389408,5.315551,3.647076,-141.090776,0.0
2017-12-20,sh.603939,44.6,45.3,43.99,44.99,987054.0,44153805.0,3,0.496749,1,-0.13318,57.312974,5.308472,3.642218,-140.902864,0.0
2017-12-21,sh.603939,44.94,45.87,44.57,45.44,632853.0,28753382.0,3,0.318492,1,1.000216,57.886231,5.361568,3.678648,-142.312206,0.0
2017-12-22,sh.603939,45.0,45.95,43.63,43.69,1057546.0,47008664.0,3,0.532225,1,-3.851233,55.656898,5.155082,3.536975,-136.831432,0.0
2017-12-25,sh.603939,43.66,45.93,43.66,45.62,1055169.0,47556282.0,3,0.531029,1,4.417488,58.115534,5.382807,3.693221,-142.875943,0.0
2017-12-26,sh.603939,45.85,47.4,43.8,45.04,2356476.0,107751866.0,3,1.1859309999999998,1,-1.271368,57.37666899999999,5.314371,3.646266,-141.059458,0.0
2017-12-27,sh.603939,44.9,45.39,43.6,44.16,1282114.0,56890617.0,3,0.645243,1,-1.953821,56.255633,5.210538,3.575025,-138.303412,0.0
2017-12-28,sh.603939,44.01,44.5,43.73,44.01,938200.0,41319748.0,3,0.472163,1,-0.339677,56.064548,5.192839,3.562881,-137.833631,0.0
2017-12-29,sh.603939,44.01,45.56,43.68,45.48,914303.0,40824502.0,3,0.460136,1,3.340153,57.937188,5.366288,3.681887,-142.43748100000002,0.0
2018-01-02,sh.603939,45.4,45.7,44.94,45.47,561187.0,25372040.0,3,0.282426,1,-0.021984,57.924448,5.365108,3.681077,-142.40616200000002,0.0
2018-01-03,sh.603939,45.55,46.99,45.21,45.48,1300600.0,59915615.0,3,0.654546,1,0.0219889999999999,57.937188,5.366288,3.681887,-142.43748100000002,0.0
2018-01-04,sh.603939,45.08,46.45,44.43,45.25,921900.0,41877108.0,3,0.46396,1,-0.5057159999999999,57.644189,5.33915,3.663267,-141.717151,0.0
2018-01-05,sh.603939,45.3,45.3,44.63,45.2,748191.0,33657634.0,3,0.376538,1,-0.110496,57.580494,5.33325,3.659219,-141.56055700000002,0.0
2018-01-08,sh.603939,45.67,45.99,44.81,45.41,1088062.0,49393150.0,3,0.547583,1,0.4646,57.848014,5.358028,3.67622,-142.21825,0.0
2018-01-09,sh.603939,45.22,45.55,44.85,45.17,653598.0,29462114.0,3,0.328933,1,-0.528522,57.542277,5.32971,3.65679,-141.466601,0.0
2018-01-10,sh.603939,45.01,45.1,43.6,43.97,1917000.0,84308539.0,3,0.964758,1,-2.6566240000000003,56.013591000000005,5.18812,3.559643,-137.708356,0.0
2018-01-11,sh.603939,43.53,44.49,43.4,43.81,809348.0,35468414.0,3,0.407316,1,-0.363884,55.809767,5.169241,3.5466900000000003,-137.207257,0.0
2018-01-12,sh.603939,43.81,44.48,43.26,43.99,1075098.0,47137133.0,3,0.5410590000000001,1,0.410866,56.039069,5.190479,3.561262,-137.770993,0.0
2018-01-15,sh.603939,44.08,44.25,43.46,43.54,559656.0,24496806.0,3,0.281655,1,-1.022961,55.465812,5.137383,3.524832,-136.361652,0.0
2018-01-16,sh.603939,43.25,44.3,43.25,43.56,915558.0,40142093.0,3,0.460768,1,0.045936,55.49129,5.139743,3.526451,-136.424289,0.0
2018-01-17,sh.603939,43.9,43.9,42.67,43.56,862958.0,37176432.0,3,0.434296,1,0.0,55.49129,5.139743,3.526451,-136.424289,0.0
2018-01-18,sh.603939,43.3,44.01,43.23,43.57,365088.0,15978829.0,3,0.1837359999999999,1,0.022953,55.504029,5.140923,3.52726,-136.455608,0.0
2018-01-19,sh.603939,43.49,45.23,43.25,45.16,973617.0,43098682.0,3,0.489987,1,3.6493,57.529538,5.328530000000001,3.655981,-141.435282,0.0
2018-01-22,sh.603939,45.23,45.53,44.21,44.61,1053506.0,47132109.0,3,0.530192,1,-1.21789,56.82889,5.263635,3.611455,-139.712753,0.0
2018-01-23,sh.603939,44.83,46.48,44.23,46.26,1304354.0,59474464.0,3,0.656435,1,3.698717,58.93083299999999,5.458322,3.745033,-144.88034,0.0
2018-01-24,sh.603939,46.28,46.6,45.74,46.46,745264.0,34431157.0,3,0.375065,1,0.432341,59.185614,5.48192,3.761224,-145.506714,0.0
2018-01-25,sh.603939,46.22,46.4,45.55,45.79,419500.0,19276041.0,3,0.211119,1,-1.442097,58.332098,5.402866,3.706983,-143.408361,0.0
2018-01-26,sh.603939,45.5,46.8,44.92,45.98,823712.0,37977285.0,3,0.414545,1,0.414935,58.57414,5.425284,3.722365,-144.003416,0.0
2018-01-29,sh.603939,45.9,46.18,43.91,43.92,874648.0,39050731.0,3,0.440179,1,-4.480212,55.949896,5.18222,3.555595,-137.551763,0.0
2018-01-30,sh.603939,43.63,44.32,42.8,42.91,713909.0,31058866.0,3,0.3592849999999999,1,-2.299632,54.663252,5.063048,3.4738290000000003,-134.388573,0.0
2018-01-31,sh.603939,43.05,43.53,42.61,42.71,596542.0,25673863.0,3,0.300218,1,-0.4660939999999999,54.408471,5.039448999999999,3.457638,-133.762199,0.0
2018-02-01,sh.603939,42.71,43.1,38.53,41.03,1171501.0,48066241.0,3,0.589575,1,-3.933506,52.268311,4.841222,3.321632,-128.500656,0.0
2018-02-02,sh.603939,40.97,42.5,40.89,41.86,788805.0,32807304.0,3,0.396978,1,2.022915,53.325652000000005,4.939156,3.388825,-131.100109,0.0
2018-02-05,sh.603939,41.93,43.33,40.5,42.55,1235332.0,52465263.0,3,0.621699,1,1.648348,54.204647,5.020571,3.444685,-133.2611,0.0
2018-02-06,sh.603939,42.1,42.1,40.11,40.99,1113490.0,45347661.0,3,0.56038,1,-3.666269,52.217355,4.836503,3.318393,-128.375381,0.0
2018-02-07,sh.603939,41.3,42.21,40.0,41.1,1353201.0,56152082.0,3,0.681018,1,0.26835,52.357485,4.849482,3.327299,-128.719887,0.0
2018-02-08,sh.603939,41.0,43.58,40.51,42.44,787408.0,33539729.0,3,0.396275,1,3.260341,54.064517,5.007591000000001,3.4357800000000003,-132.916594,0.0
2018-02-09,sh.603939,39.0,43.0,38.8,41.42,768684.0,31758892.0,3,0.386851,1,-2.403394,52.765134,4.887239,3.3532050000000004,-129.72208600000002,0.0
2018-02-12,sh.603939,40.83,44.86,40.83,44.66,1305928.0,56903725.0,3,0.657227,1,7.822311999999999,56.892586,5.269533999999999,3.615503,-139.869347,0.0
2018-02-13,sh.603939,44.51,45.6,43.62,43.98,671889.0,30031042.0,3,0.338138,1,-1.522616,56.02633,5.1893,3.560452,-137.739675,0.0
2018-02-14,sh.603939,43.9,44.12,43.12,43.27,235500.0,10245316.0,3,0.118519,1,-1.614368,55.121858,5.105525,3.502974,-135.516047,0.0
2018-02-22,sh.603939,43.56,44.99,43.56,44.75,606100.0,27057819.0,3,0.1671099999999999,1,3.420382,57.007237,5.2801540000000005,3.622789,-140.15121499999998,0.0
2018-02-23,sh.603939,44.85,45.23,43.69,43.95,487500.0,21553887.0,3,0.134411,1,-1.787708,55.988113,5.18576,3.558024,-137.645719,0.0
2018-02-26,sh.603939,44.05,45.8,44.05,45.47,801298.0,36245365.0,3,0.220929,1,3.458477,57.924448,5.365108,3.681077,-142.40616200000002,0.0
